Description,Amount,Type,Account
Walmart Printer Ink Online,-318.78,Debit,Office Supplies
Amazon Office Desk #8228,-430.84,Debit,Office Supplies
Walmart Printer Ink #5279,-262.81,Debit,Office Supplies
Staples Office Depot #9953,-75.59,Debit,Office Supplies
Walmart Printer Ink #6684,-288.35,Debit,Office Supplies
Amazon Office Desk #3309,-384.32,Debit,Office Supplies
Target Office Chair (6/23/2025),-276.61,Debit,Office Supplies
Target Office Chair - NY,-150.83,Debit,Office Supplies
Best Buy Monitor,-427.88,Debit,Office Supplies
Best Buy Monitor,-448.28,Debit,Office Supplies
Staples Office Depot - CA,-153.78,Debit,Office Supplies
Amazon Office Desk - TX,-176.54,Debit,Office Supplies
Best Buy Monitor (7/21/2025),-164.48,Debit,Office Supplies
Amazon Office Desk (9/8/2025),-341.11,Debit,Office Supplies
Target Office Chair (4/17/2025),-258.4,Debit,Office Supplies
Walmart Printer Ink,-106.93,Debit,Office Supplies
OfficeMax Paper Supplies,-443.52,Debit,Office Supplies
Amazon Office Desk In-store,-37.55,Debit,Office Supplies
Target Office Chair (7/28/2025),-161.12,Debit,Office Supplies
Amazon Office Desk - TX,-471.41,Debit,Office Supplies
Walmart Printer Ink (7/24/2025),-125.34,Debit,Office Supplies
Staples Office Depot (9/26/2025),-165.62,Debit,Office Supplies
Best Buy Monitor - CA,-82.88,Debit,Office Supplies
Walmart Printer Ink (1/11/2025),-199.58,Debit,Office Supplies
Staples Office Depot - CA,-124.9,Debit,Office Supplies
Target Office Chair #1065,-432.02,Debit,Office Supplies
Best Buy Monitor (1/28/2025),-416.29,Debit,Office Supplies
Target Office Chair - NY,-342.68,Debit,Office Supplies
Amazon Office Desk - TX,-278.26,Debit,Office Supplies
Staples Office Depot Online,-366.28,Debit,Office Supplies
Best Buy Monitor (5/18/2025),-242.46,Debit,Office Supplies
Staples Office Depot (2/5/2025),-300.39,Debit,Office Supplies
Best Buy Monitor - CA,-41.49,Debit,Office Supplies
Target Office Chair,-52.08,Debit,Office Supplies
Target Office Chair #4780,-279.29,Debit,Office Supplies
Amazon Office Desk,-133.12,Debit,Office Supplies
Target Office Chair (9/19/2025),-453.49,Debit,Office Supplies
Staples Office Depot Online,-91.12,Debit,Office Supplies
Walmart Printer Ink #9614,-114.73,Debit,Office Supplies
Target Office Chair,-494.23,Debit,Office Supplies
Staples Office Depot (7/27/2025),-164.98,Debit,Office Supplies
OfficeMax Paper Supplies,-339.37,Debit,Office Supplies
Target Office Chair Online,-268.51,Debit,Office Supplies
Best Buy Monitor,-466.48,Debit,Office Supplies
Walmart Printer Ink (6/5/2025),-7.45,Debit,Office Supplies
Walmart Printer Ink In-store,-40.22,Debit,Office Supplies
Amazon Office Desk #2114,-342.61,Debit,Office Supplies
Best Buy Monitor - NY,-262.73,Debit,Office Supplies
Walmart Printer Ink - CA,-20.43,Debit,Office Supplies
OfficeMax Paper Supplies (8/11/2025),-410.22,Debit,Office Supplies
Target Office Chair Online,-445.44,Debit,Office Supplies
OfficeMax Paper Supplies (10/20/2025),-302.51,Debit,Office Supplies
Target Office Chair Online,-442.57,Debit,Office Supplies
OfficeMax Paper Supplies - TX,-249.75,Debit,Office Supplies
Amazon Office Desk (9/19/2025),-5.11,Debit,Office Supplies
Target Office Chair In-store,-50.22,Debit,Office Supplies
Staples Office Depot,-427.18,Debit,Office Supplies
Walmart Printer Ink (4/26/2025),-64.17,Debit,Office Supplies
Best Buy Monitor #8615,-232.33,Debit,Office Supplies
Best Buy Monitor,-229.14,Debit,Office Supplies
Staples Office Depot (12/27/2025),-305.64,Debit,Office Supplies
Staples Office Depot (10/5/2025),-273.08,Debit,Office Supplies
Amazon Office Desk Online,-294.38,Debit,Office Supplies
Target Office Chair #5419,-258.35,Debit,Office Supplies
Walmart Printer Ink #4310,-369.09,Debit,Office Supplies
Best Buy Monitor (12/28/2025),-179.31,Debit,Office Supplies
Amazon Office Desk - CA,-76.88,Debit,Office Supplies
OfficeMax Paper Supplies In-store,-434.01,Debit,Office Supplies
Staples Office Depot Online,-287.1,Debit,Office Supplies
Staples Office Depot,-129.25,Debit,Office Supplies
Best Buy Monitor,-419.22,Debit,Office Supplies
Walmart Printer Ink - CA,-195.95,Debit,Office Supplies
Walmart Printer Ink,-476.57,Debit,Office Supplies
Target Office Chair Online,-98.79,Debit,Office Supplies
Staples Office Depot - TX,-460.65,Debit,Office Supplies
Best Buy Monitor,-395.26,Debit,Office Supplies
Walmart Printer Ink - CA,-85.73,Debit,Office Supplies
OfficeMax Paper Supplies #3198,-361.83,Debit,Office Supplies
OfficeMax Paper Supplies (10/15/2025),-338.38,Debit,Office Supplies
Amazon Office Desk (1/26/2025),-418.61,Debit,Office Supplies
Best Buy Monitor,-8.54,Debit,Office Supplies
Target Office Chair - NY,-401.7,Debit,Office Supplies
Walmart Printer Ink #3921,-293.64,Debit,Office Supplies
Target Office Chair - CA,-300.11,Debit,Office Supplies
Walmart Printer Ink (1/9/2025),-252.91,Debit,Office Supplies
Target Office Chair (4/12/2025),-488.98,Debit,Office Supplies
Staples Office Depot #7399,-393.87,Debit,Office Supplies
Amazon Office Desk - TX,-55.1,Debit,Office Supplies
Target Office Chair #3925,-38.93,Debit,Office Supplies
Walmart Printer Ink #2825,-99.96,Debit,Office Supplies
Walmart Printer Ink #6168,-228.66,Debit,Office Supplies
Amazon Office Desk - NY,-398.43,Debit,Office Supplies
Target Office Chair (1/19/2025),-245.8,Debit,Office Supplies
Amazon Office Desk - NY,-454.45,Debit,Office Supplies
OfficeMax Paper Supplies (10/11/2025),-374.93,Debit,Office Supplies
Staples Office Depot #4074,-190.54,Debit,Office Supplies
Target Office Chair - TX,-407.86,Debit,Office Supplies
Target Office Chair In-store,-263.82,Debit,Office Supplies
Target Office Chair Online,-226.97,Debit,Office Supplies
Walmart Printer Ink,-208.48,Debit,Office Supplies
Amazon Office Desk (6/25/2025),-328.1,Debit,Office Supplies
Staples Office Depot Online,-400.67,Debit,Office Supplies
OfficeMax Paper Supplies (9/4/2025),-341.46,Debit,Office Supplies
Staples Office Depot,-434.47,Debit,Office Supplies
Target Office Chair,-433.59,Debit,Office Supplies
Target Office Chair,-309.54,Debit,Office Supplies
Staples Office Depot #6404,-238.47,Debit,Office Supplies
Walmart Printer Ink (7/11/2025),-259.12,Debit,Office Supplies
Amazon Office Desk In-store,-118.79,Debit,Office Supplies
Walmart Printer Ink (1/5/2025),-460.18,Debit,Office Supplies
Staples Office Depot Online,-163.58,Debit,Office Supplies
Best Buy Monitor #4923,-175.51,Debit,Office Supplies
Amazon Office Desk,-105.17,Debit,Office Supplies
Amazon Office Desk - NY,-406.25,Debit,Office Supplies
OfficeMax Paper Supplies - NY,-466.3,Debit,Office Supplies
Staples Office Depot #4276,-100.52,Debit,Office Supplies
OfficeMax Paper Supplies,-48.36,Debit,Office Supplies
Amazon Office Desk (5/5/2025),-229.62,Debit,Office Supplies
Target Office Chair In-store,-147.12,Debit,Office Supplies
Target Office Chair In-store,-439.75,Debit,Office Supplies
Amazon Office Desk #3058,-496.3,Debit,Office Supplies
Best Buy Monitor (5/23/2025),-205.5,Debit,Office Supplies
Best Buy Monitor,-159.06,Debit,Office Supplies
Walmart Printer Ink In-store,-71.17,Debit,Office Supplies
Best Buy Monitor (10/24/2025),-57.86,Debit,Office Supplies
OfficeMax Paper Supplies Online,-142.14,Debit,Office Supplies
OfficeMax Paper Supplies - CA,-256.63,Debit,Office Supplies
Amazon Office Desk - CA,-117.54,Debit,Office Supplies
OfficeMax Paper Supplies (1/8/2025),-335.16,Debit,Office Supplies
Walmart Printer Ink - CA,-257.31,Debit,Office Supplies
Walmart Printer Ink #5497,-495.52,Debit,Office Supplies
Amazon Office Desk In-store,-58.16,Debit,Office Supplies
Walmart Printer Ink - TX,-374.41,Debit,Office Supplies
Target Office Chair #5713,-267.01,Debit,Office Supplies
Walmart Printer Ink,-422.32,Debit,Office Supplies
Amazon Office Desk (4/8/2025),-128.19,Debit,Office Supplies
Amazon Office Desk,-242.85,Debit,Office Supplies
Walmart Printer Ink,-132.64,Debit,Office Supplies
OfficeMax Paper Supplies Online,-463.54,Debit,Office Supplies
OfficeMax Paper Supplies - NY,-21.77,Debit,Office Supplies
Staples Office Depot Online,-144.54,Debit,Office Supplies
Staples Office Depot Online,-24.74,Debit,Office Supplies
Best Buy Monitor (3/13/2025),-477.02,Debit,Office Supplies
Walmart Printer Ink In-store,-140.83,Debit,Office Supplies
Walmart Printer Ink,-88.45,Debit,Office Supplies
Best Buy Monitor,-143.85,Debit,Office Supplies
Staples Office Depot,-232.71,Debit,Office Supplies
Walmart Printer Ink In-store,-187.62,Debit,Office Supplies
Amazon Office Desk - CA,-354.7,Debit,Office Supplies
Amazon Office Desk,-62.89,Debit,Office Supplies
Amazon Office Desk (1/8/2025),-154.78,Debit,Office Supplies
Amazon Office Desk #1585,-158.13,Debit,Office Supplies
Staples Office Depot - TX,-96.15,Debit,Office Supplies
OfficeMax Paper Supplies #8120,-54.14,Debit,Office Supplies
Target Office Chair,-303.11,Debit,Office Supplies
Best Buy Monitor,-153.3,Debit,Office Supplies
Amazon Office Desk In-store,-255.89,Debit,Office Supplies
Staples Office Depot,-146.09,Debit,Office Supplies
Amazon Office Desk - CA,-499.8,Debit,Office Supplies
Best Buy Monitor (2/1/2025),-50.95,Debit,Office Supplies
Walmart Printer Ink Online,-284.48,Debit,Office Supplies
Target Office Chair (6/22/2025),-341.27,Debit,Office Supplies
Target Office Chair Online,-132.16,Debit,Office Supplies
Walmart Printer Ink,-368.19,Debit,Office Supplies
Target Office Chair,-434.77,Debit,Office Supplies
Best Buy Monitor Online,-453.64,Debit,Office Supplies
Best Buy Monitor In-store,-236.75,Debit,Office Supplies
Amazon Office Desk,-206.2,Debit,Office Supplies
Best Buy Monitor In-store,-377.64,Debit,Office Supplies
Amazon Office Desk Online,-158.58,Debit,Office Supplies
Walmart Printer Ink (12/5/2025),-58.43,Debit,Office Supplies
Best Buy Monitor #3371,-291.4,Debit,Office Supplies
Target Office Chair #8515,-179.12,Debit,Office Supplies
Staples Office Depot (5/13/2025),-304.95,Debit,Office Supplies
Amazon Office Desk,-315.94,Debit,Office Supplies
Target Office Chair - NY,-298.32,Debit,Office Supplies
OfficeMax Paper Supplies,-76.38,Debit,Office Supplies
Staples Office Depot,-79.95,Debit,Office Supplies
OfficeMax Paper Supplies Online,-79.32,Debit,Office Supplies
Staples Office Depot - CA,-13.33,Debit,Office Supplies
Staples Office Depot #6168,-334.1,Debit,Office Supplies
Amazon Office Desk Online,-40.93,Debit,Office Supplies
Walmart Printer Ink #7190,-167.15,Debit,Office Supplies
OfficeMax Paper Supplies,-355.09,Debit,Office Supplies
Best Buy Monitor - CA,-438.88,Debit,Office Supplies
Best Buy Monitor Online,-331.78,Debit,Office Supplies
Walmart Printer Ink (4/11/2025),-432.64,Debit,Office Supplies
Target Office Chair #6336,-77.53,Debit,Office Supplies
Walmart Printer Ink (9/17/2025),-378.63,Debit,Office Supplies
Amazon Office Desk (2/23/2025),-303.25,Debit,Office Supplies
Amazon Office Desk,-204.67,Debit,Office Supplies
Staples Office Depot,-367.94,Debit,Office Supplies
Target Office Chair - NY,-55.49,Debit,Office Supplies
Amazon Office Desk,-226.47,Debit,Office Supplies
Staples Office Depot,-327.89,Debit,Office Supplies
Best Buy Monitor #2941,-175.5,Debit,Office Supplies
Amazon Office Desk - CA,-247.32,Debit,Office Supplies
Walmart Printer Ink - NY,-380.29,Debit,Office Supplies
Walmart Printer Ink,-219.99,Debit,Office Supplies
Best Buy Monitor In-store,-480.12,Debit,Office Supplies
Walmart Printer Ink #1376,-401.2,Debit,Office Supplies
Amazon Office Desk (2/4/2025),-460.12,Debit,Office Supplies
Target Office Chair - CA,-154.24,Debit,Office Supplies
Target Office Chair #3139,-280.03,Debit,Office Supplies
Best Buy Monitor Online,-393.9,Debit,Office Supplies
Amazon Office Desk,-292.4,Debit,Office Supplies
Staples Office Depot - CA,-276.17,Debit,Office Supplies
Best Buy Monitor (8/12/2025),-204.26,Debit,Office Supplies
Staples Office Depot,-239.61,Debit,Office Supplies
Best Buy Monitor,-396.6,Debit,Office Supplies
OfficeMax Paper Supplies - NY,-99.36,Debit,Office Supplies
Staples Office Depot In-store,-413.87,Debit,Office Supplies
OfficeMax Paper Supplies In-store,-477.5,Debit,Office Supplies
Staples Office Depot Online,-444.49,Debit,Office Supplies
OfficeMax Paper Supplies,-36.83,Debit,Office Supplies
Walmart Printer Ink - TX,-306.69,Debit,Office Supplies
Target Office Chair - TX,-408.46,Debit,Office Supplies
OfficeMax Paper Supplies - CA,-217.64,Debit,Office Supplies
Staples Office Depot Online,-245.12,Debit,Office Supplies
Target Office Chair In-store,-454.81,Debit,Office Supplies
Best Buy Monitor - CA,-147.23,Debit,Office Supplies
Walmart Printer Ink,-85.49,Debit,Office Supplies
Amazon Office Desk (4/15/2025),-480.32,Debit,Office Supplies
Target Office Chair,-387.61,Debit,Office Supplies
OfficeMax Paper Supplies (6/1/2025),-293.43,Debit,Office Supplies
Walmart Printer Ink - TX,-67.7,Debit,Office Supplies
Walmart Printer Ink #5476,-228.11,Debit,Office Supplies
Best Buy Monitor In-store,-360.55,Debit,Office Supplies
Best Buy Monitor - TX,-305.9,Debit,Office Supplies
Staples Office Depot - CA,-292.52,Debit,Office Supplies
Target Office Chair #3850,-88.94,Debit,Office Supplies
OfficeMax Paper Supplies (3/4/2025),-491.88,Debit,Office Supplies
Amazon Office Desk (10/16/2025),-83.08,Debit,Office Supplies
Amazon Office Desk,-110.92,Debit,Office Supplies
Walmart Printer Ink (9/15/2025),-456.84,Debit,Office Supplies
OfficeMax Paper Supplies In-store,-203.46,Debit,Office Supplies
Walmart Printer Ink - CA,-6.55,Debit,Office Supplies
Target Office Chair In-store,-250.54,Debit,Office Supplies
Target Office Chair (2/19/2025),-425.48,Debit,Office Supplies
Best Buy Monitor (3/4/2025),-50.6,Debit,Office Supplies
Amazon Office Desk (5/6/2025),-405.02,Debit,Office Supplies
Target Office Chair,-167.37,Debit,Office Supplies
Walmart Printer Ink,-263.12,Debit,Office Supplies
Walmart Printer Ink (6/1/2025),-167.98,Debit,Office Supplies
OfficeMax Paper Supplies (2/14/2025),-158.56,Debit,Office Supplies
Staples Office Depot - TX,-325.61,Debit,Office Supplies
Target Office Chair (6/19/2025),-447.03,Debit,Office Supplies
Target Office Chair - TX,-85.93,Debit,Office Supplies
Best Buy Monitor Online,-39.83,Debit,Office Supplies
Walmart Printer Ink (3/15/2025),-219.99,Debit,Office Supplies
Staples Office Depot - NY,-94.28,Debit,Office Supplies
Target Office Chair In-store,-396.18,Debit,Office Supplies
OfficeMax Paper Supplies - NY,-82.53,Debit,Office Supplies
Walmart Printer Ink - CA,-309.26,Debit,Office Supplies
Staples Office Depot (11/11/2025),-456.39,Debit,Office Supplies
Target Office Chair In-store,-345.23,Debit,Office Supplies
Staples Office Depot In-store,-25.95,Debit,Office Supplies
Staples Office Depot,-311.49,Debit,Office Supplies
Staples Office Depot #7115,-114.04,Debit,Office Supplies
Amazon Office Desk,-12.16,Debit,Office Supplies
OfficeMax Paper Supplies,-58.41,Debit,Office Supplies
Staples Office Depot,-258.09,Debit,Office Supplies
OfficeMax Paper Supplies (11/20/2025),-307.88,Debit,Office Supplies
Staples Office Depot In-store,-409.82,Debit,Office Supplies
Amazon Office Desk,-161.89,Debit,Office Supplies
Best Buy Monitor,-20.29,Debit,Office Supplies
OfficeMax Paper Supplies #7205,-56.15,Debit,Office Supplies
Amazon Office Desk (4/14/2025),-118.28,Debit,Office Supplies
Amazon Office Desk #6967,-25.86,Debit,Office Supplies
Amazon Office Desk,-459.59,Debit,Office Supplies
OfficeMax Paper Supplies,-358.39,Debit,Office Supplies
Amazon Office Desk (9/3/2025),-299.9,Debit,Office Supplies
OfficeMax Paper Supplies In-store,-422.88,Debit,Office Supplies
Best Buy Monitor Online,-271.91,Debit,Office Supplies
Target Office Chair #3609,-236.21,Debit,Office Supplies
Target Office Chair,-68.06,Debit,Office Supplies
Amazon Office Desk In-store,-413.77,Debit,Office Supplies
Walmart Printer Ink (3/21/2025),-127.46,Debit,Office Supplies
Staples Office Depot,-42.64,Debit,Office Supplies
OfficeMax Paper Supplies - NY,-308.61,Debit,Office Supplies
Target Office Chair,-352.05,Debit,Office Supplies
Best Buy Monitor - NY,-209.97,Debit,Office Supplies
Target Office Chair (4/25/2025),-448.71,Debit,Office Supplies
Amazon Office Desk (6/11/2025),-102.21,Debit,Office Supplies
Amazon Office Desk,-389.84,Debit,Office Supplies
Target Office Chair (11/4/2025),-154.93,Debit,Office Supplies
Walmart Printer Ink Online,-375.27,Debit,Office Supplies
Amazon Office Desk - TX,-379.66,Debit,Office Supplies
Staples Office Depot - CA,-369.29,Debit,Office Supplies
Staples Office Depot #6898,-358.72,Debit,Office Supplies
Staples Office Depot (5/17/2025),-246.41,Debit,Office Supplies
OfficeMax Paper Supplies,-112.56,Debit,Office Supplies
Best Buy Monitor (2/28/2025),-426.81,Debit,Office Supplies
Target Office Chair (11/7/2025),-52.7,Debit,Office Supplies
Amazon Office Desk,-14.81,Debit,Office Supplies
Staples Office Depot In-store,-302.86,Debit,Office Supplies
Walmart Printer Ink (9/19/2025),-81.53,Debit,Office Supplies
Walmart Printer Ink,-78.44,Debit,Office Supplies
OfficeMax Paper Supplies #2140,-294.02,Debit,Office Supplies
Amazon Office Desk #2677,-356.67,Debit,Office Supplies
Target Office Chair - TX,-88.85,Debit,Office Supplies
Walmart Printer Ink #3747,-184.35,Debit,Office Supplies
Staples Office Depot - TX,-100.96,Debit,Office Supplies
Staples Office Depot (4/4/2025),-322.8,Debit,Office Supplies
OfficeMax Paper Supplies #1170,-242.43,Debit,Office Supplies
Walmart Printer Ink - CA,-194.41,Debit,Office Supplies
OfficeMax Paper Supplies #2221,-498.15,Debit,Office Supplies
Staples Office Depot,-62.91,Debit,Office Supplies
Staples Office Depot - NY,-177.7,Debit,Office Supplies
Staples Office Depot #4231,-10.08,Debit,Office Supplies
Best Buy Monitor #6631,-323.2,Debit,Office Supplies
Staples Office Depot (1/19/2025),-10.99,Debit,Office Supplies
Target Office Chair In-store,-313.14,Debit,Office Supplies
Best Buy Monitor,-397.55,Debit,Office Supplies
Staples Office Depot,-48.09,Debit,Office Supplies
Walmart Printer Ink - NY,-173.6,Debit,Office Supplies
OfficeMax Paper Supplies In-store,-78.0,Debit,Office Supplies
Amazon Office Desk - NY,-106.54,Debit,Office Supplies
Staples Office Depot #1026,-27.73,Debit,Office Supplies
Best Buy Monitor #1173,-438.63,Debit,Office Supplies
Target Office Chair - TX,-153.87,Debit,Office Supplies
Staples Office Depot - NY,-140.47,Debit,Office Supplies
